3;1
4;18
5;8
6;5
7;2
8;0
9;3
10;0
11;55
12;0
13;0
14;0
15;1
1;3
2;79
3;0
4;43
5;8
6;29
7;13
8;1
9;11
10;0
11;60
12;1
13;2
14;2
15;2
1;2
2;52
3;1
4;51
5;5
6;28
7;4
8;0
9;20
10;0
11;66
12;0
13;0
14;0
15;0
1;6
2;52
3;0
4;36
5;0
6;20
7;10
8;0
9;32
10;0
11;57
12;0
13;0
14;0
15;0
1;12
2;345
3;6
4;178
5;32
6;156
7;17
8;0
9;39
10;0
11;273
12;7
13;3
14;5
15;0
1;4
2;82
3;2
4;38
5;5
6;48
7;7
8;0
9;12
10;0
11;86
12;2
13;0
14;0
15;0
1;2
2;83
3;2
4;55
5;2
6;46
7;10
8;0
9;2
10;1
11;90
12;2
13;1
14;5
15;1
1;3
2;87
3;0
4;66
5;10
6;48
7;14
8;0
9;17
10;1
11;49
12;0
13;1
14;1
15;0
1;6
2;188
3;4
4;76
5;41
6;68
7;10
8;1
9;14
10;2
11;154
12;1
13;2
14;2
15;1
1;9
2;191
3;5
4;105
5;32
6;70
7;11
8;0
9;36
10;1
11;158
12;5
13;0
14;0
15;0
1;7
2;156
3;2
4;102
5;12
6;81
7;16
8;1
9;44
10;0
11;162
12;3
13;1
14;1
15;1
1;4
2;50
3;0
4;23
5;1
6;18
7;3
8;0
9;9
10;1
11;31
12;3
13;0
14;1
15;0
1;22
2;166
3;1
4;57
5;25
6;73
7;11
8;0
9;4
10;0
11;108
12;2
13;0
14;0
15;1
1;80
2;157
3;3
4;68
5;14
6;74
7;22
8;0
9;10
10;3
11;46
12;2
13;1
14;11
15;0
1;6
2;94
3;1
4;40
5;10
6;34
7;6
8;0
9;7
10;0
11;52
12;0
13;0
14;0
15;0
1;4
2;275
3;5
4;139
5;47
6;112
7;28
8;0
9;47
10;2
11;209
12;6
13;0
14;6
15;1
1;1
2;102
3;3
4;60
5;12
6;37
7;11
8;0
9;22
10;1
11;93
12;3
13;0
14;0
15;0
1;11
2;118
3;4
4;61
5;9
6;55
7;15
8;0
9;27
10;4
11;117
12;4
13;1
14;2
15;0
1;21
2;572
3;13
4;185
5;64
6;215
7;55
8;1
9;141
10;2
11;336
12;18
13;6
14;6
15;1
1;9
2;196
3;4
4;140
5;25
6;103
7;25
8;0
9;16
10;0
11;226
12;2
13;0
14;1
15;0
1;4
2;78
3;0
4;63
5;13
6;49
7;10
8;0
9;22
10;0
11;107
12;2
13;0
14;0
15;0
1;1
2;95
3;0
4;37
5;5
6;49
7;5
8;0
9;9
10;0
11;103
12;2
13;1
14;1
15;0
1;3
2;36
3;0
4;25
5;1
6;18
7;6
8;0
9;3
10;0
11;47
12;1
13;0
14;0
15;0
1;7
2;180
3;9
4;108
5;10
6;108
7;22
8;0
9;39
10;0
11;172
12;0
13;0
14;0
15;1
1;14
2;462
3;7
4;221
5;33
6;137
7;36
8;0
9;92
10;2
11;299
12;12
13;0
14;0
15;2
1;2
2;117
3;1
4;86
5;6
6;58
7;12
8;0
9;9
10;0
11;118
12;7
13;0
14;2
15;0
1;2
2;95
3;1
4;50
5;5
6;55
7;8
8;0
9;6
10;2
11;75
12;3
13;0
14;0
15;0
1;27
2;623
3;6
4;329
5;93
6;229
7;48
8;1
9;133
10;5
11;323
12;7
13;1
14;3
15;1
1;150
2;246
3;6
4;49
5;5
6;33
7;10
8;3
9;25
10;1
11;25
12;5
13;0
14;1
15;0
1;4
2;59
3;0
4;42
5;11
6;38
7;6
8;0
9;7
10;0
11;42
12;1
13;0
14;1
15;0
1;39
2;205
3;11
4;100
5;12
6;79
7;17
8;0
9;16
10;2
11;145
12;12
13;0
14;6
15;2
1;12
2;138
3;1
4;75
5;12
6;33
7;8
8;0
9;47
10;0
11;91
12;2
13;0
14;2
15;1
1;81
2;1289
3;25
4;596
5;158
6;279
7;85
8;0
9;166
10;5
11;866
12;21
13;7
14;6
15;13
1;57
2;352
3;9
4;112
5;33
6;63
7;25
8;0
9;66
10;2
11;239
12;4
13;1
14;4
15;3
1;13
2;269
3;1
4;161
5;35
6;148
7;32
8;0
9;26
10;0
11;249
12;1
13;0
14;4
15;2
1;42
2;1713
3;16
4;913
5;121
6;487
7;125
8;0
9;315
10;7
11;1226
12;21
13;6
14;22
15;13
1;0
2;18
3;0
4;27
5;5
6;13
7;1
8;0
9;1
10;0
11;21
12;0
13;0
14;1
15;0
1;1
2;84
3;0
4;44
5;0
6;31
7;9
8;0
9;15
10;1
11;57
12;2
13;0
14;1
15;0
1;91
2;220
3;5
4;60
5;4
6;49
7;20
8;6
9;16
10;3
11;45
12;3
13;4
14;1
15;1
1;1
2;52
3;1
4;31
5;1
6;26
7;1
8;1
9;2
10;0
11;47
12;1
13;0
14;0
15;0
1;1286
2;4578
3;50
4;780
5;153
6;330
7;178
8;33
9;255
10;9
11;999
12;37
13;11
14;30
15;17
1;86
2;184
3;2
4;30
5;4
6;27
7;13
8;0
9;5
10;3
11;36
12;2
13;0
14;3
15;0
1;29
2;36
3;0
4;2
5;2
6;3
7;2
8;0
9;0
10;0
11;3
12;0
13;0
14;0
15;0
1;92
2;37
3;0
4;1
5;0
6;0
7;1
8;1
9;0
10;0
11;6
12;2
13;0
14;0
15;0
1;70
2;66
3;0
4;7
5;0
6;5
7;2
8;1
9;4
10;0
11;14
12;0
13;0
14;1
15;0
1;106
2;95
3;0
4;11
5;2
6;9
7;3
8;1
9;4
10;0
11;36
12;0
13;0
14;0
15;0
1;73
2;112
3;0
4;5
5;1
6;9
7;5
8;7
9;2
10;0
11;3
12;1
13;1
14;0
15;0
1;41
2;37
3;0
4;8
5;4
6;9
7;0
8;2
9;0
10;0
11;26
12;0
13;0
14;0
15;0
1;268
2;244
3;6
4;33
5;11
6;30
7;26
8;6
9;14
10;0
11;69
12;1
13;1
14;1
15;0
1;7
2;169
3;2
4;57
5;8
6;76
7;24
8;0
9;16
10;5
11;133
12;0
13;1
14;2
15;0
1;216
2;1153
3;5
4;245
5;62
6;211
7;63
8;1
9;41
10;4
11;277
12;5
13;0
14;5
15;8
1;128
2;141
3;0
4;15
5;5
6;7
7;6
8;8
9;5
10;0
11;13
12;0
13;0
14;0
15;1
1;111
2;319
3;4
4;32
5;14
6;41
7;18
8;2
9;6
10;1
11;41
12;0
13;0
14;2
15;3
1;100
2;146
3;2
4;16
5;5
6;16
7;5
8;2
9;23
10;2
11;50
12;0
13;0
14;1
15;0
1;106
2;177
3;2
4;20
5;2
6;10
7;8
8;0
9;6
10;0
11;43
12;0
13;0
14;1
15;0
1;30
2;46
3;0
4;2
5;1
6;1
7;0
8;2
9;2
10;0
11;2
12;0
13;0
14;0
15;0
1;424
2;1021
3;8
4;99
5;17
6;63
7;29
8;22
9;58
10;1
11;136
12;3
13;1
14;3
15;3
1;49
2;79
3;0
4;8
5;3
6;7
7;4
8;0
9;2
10;0
11;6
12;0
13;1
14;0
15;1
1;4
2;44
3;0
4;5
5;2
6;2
7;3
8;0
9;4
10;0
11;10
12;0
13;0
14;0
15;1
1;244
2;242
3;0
4;19
5;3
6;27
7;4
8;6
9;17
10;0
11;24
12;0
13;0
14;0
15;3
1;34
2;55
3;0
4;6
5;2
6;4
7;3
8;1
9;2
10;0
11;16
12;0
13;0
14;0
15;0
1;64
2;84
3;0
4;4
5;4
6;3
7;0
8;2
9;5
10;0
11;7
12;0
13;0
14;0
15;0
1;103
2;45
3;1
4;2
5;0
6;9
7;2
8;3
9;6
10;0
11;2
12;0
13;0
14;0
15;0
1;0
2;13
3;0
4;18
5;0
6;13
7;0
8;0
9;0
10;0
11;6
12;1
13;0
14;0
15;0
1;231
2;517
3;6
4;55
5;11
6;88
7;36
8;4
9;52
10;4
11;106
12;1
13;1
14;0
15;2
1;51
2;82
3;1
4;12
5;2
6;6
7;1
8;3
9;6
10;1
11;17
12;0
13;0
14;1
15;1
1;34
2;89
3;0
4;8
5;1
6;12
7;1
8;3
9;1
10;0
11;5
12;2
13;2
14;1
15;0
1;233
2;285
3;0
4;20
5;4
6;47
7;13
8;8
9;6
10;0
11;46
12;1
13;0
14;1
15;1
1;60
2;63
3;0
4;9
5;2
6;9
7;1
8;0
9;3
10;0
11;5
12;0
13;0
14;0
15;0
1;98
2;99
3;0
4;2
5;0
6;5
7;2
8;5
9;10
10;0
11;17
12;0
13;0
14;0
15;0
1;7
2;75
3;2
4;29
5;2
6;10
7;3
8;0
9;7
10;1
11;63
12;0
13;0
14;0
15;0
1;68
2;71
3;1
4;4
5;1
6;2
7;10
8;3
9;0
10;0
11;14
12;1
13;0
14;0
15;2
1;84
2;48
3;0
4;7
5;0
6;3
7;1
8;0
9;0
10;0
11;5
12;0
13;0
14;0
15;0
1;114
2;97
3;0
4;4
5;0
6;5
7;11
8;4
9;1
10;0
11;7
12;1
13;0
14;0
15;1
1;171
2;243
3;0
4;20
5;6
6;28
7;9
8;5
9;17
10;2
11;48
12;2
13;1
14;0
15;0
1;36
2;41
3;0
4;1
5;1
6;10
7;0
8;0
9;1
10;0
11;14
12;0
13;0
14;0
15;0
1;137
2;173
3;0
4;13
5;8
6;7
7;3
8;2
9;1
10;0
11;18
12;0
13;0
14;0
15;0
1;116
2;137
3;0
4;23
5;2
6;5
7;6
8;7
9;3
10;0
11;30
12;0
13;0
14;1
15;0
1;1231
2;3612
3;18
4;331
5;63
6;124
7;72
8;28
9;143
10;9
11;323
12;11
13;2
14;16
15;8
1;63
2;106
3;0
4;14
5;1
6;7
7;3
8;1
9;24
10;1
11;15
12;3
13;0
14;0
15;0
1;98
2;170
3;1
4;3
5;0
6;1
7;2
8;3
9;2
10;0
11;6
12;0
13;2
14;0
15;2
1;49
2;81
3;0
4;4
5;1
6;5
7;3
8;3
9;3
10;0
11;5
12;0
13;0
14;0
15;0
1;23
2;79
3;0
4;28
5;2
6;5
7;3
8;1
9;2
10;0
11;21
12;0
13;0
14;2
15;0
1;76
2;182
3;0
4;22
5;3
6;6
7;7
8;0
9;2
10;1
11;18
12;1
13;0
14;0
15;2
1;44
2;40
3;0
4;3
5;0
6;3
7;0
8;1
9;2
10;0
11;8
12;0
13;0
14;0
15;0
1;56
2;162
3;0
4;18
5;3
6;7
7;8
8;0
9;5
10;0
11;7
12;0
13;1
14;0
15;0
1;391
2;808
3;6
4;99
5;20
6;35
7;28
8;19
9;38
10;2
11;106
12;3
13;0
14;3
15;3
1;60
2;96
3;1
4;7
5;0
6;5
7;2
8;2
9;4
10;0
11;4
12;1
13;0
14;0
15;0
1;39
2;139
3;0
4;12
5;3
6;5
7;4
8;0
9;1
10;0
11;11
12;0
13;1
14;0
15;0
1;64
2;98
3;1
4;4
5;2
6;5
7;8
8;3
9;1
10;0
11;8
12;0
13;1
14;1
15;0
1;350
2;637
3;2
4;61
5;7
6;34
7;10
8;16
9;19
10;2
11;53
12;0
13;0
14;2
15;1
1;208
2;301
3;5
4;29
5;6
6;13
7;0
8;8
9;8
10;0
11;17
12;0
13;0
14;1
15;2
1;165
2;305
3;0
4;27
5;3
6;31
7;5
8;3
9;10
10;2
11;42
12;1
13;1
14;5
15;1
1;120
2;233
3;4
4;26
5;3
6;4
7;5
8;4
9;8
10;0
11;29
12;0
13;0
14;0
15;1
1;181
2;174
3;0
4;7
5;0
6;11
7;0
8;3
9;6
10;0
11;19
12;1
13;1
14;2
15;1
1;53
2;146
3;3
4;23
5;11
6;4
7;9
8;2
9;1
10;1
11;18
12;0
13;0
14;0
15;0
1;28
2;557
3;1
4;94
5;18
6;54
7;22
8;1
9;35
10;0
11;69
12;0
13;2
14;1
15;1
1;90
2;189
3;1
4;20
5;2
6;9
7;3
8;4
9;1
10;0
11;16
12;1
13;0
14;0
15;0
1;158
2;185
3;1
4;19
5;2
6;20
7;6
8;4
9;6
10;0
11;9
12;1
13;0
14;0
15;0
1;66
2;59
3;0
4;2
5;0
6;2
7;2
8;0
9;8
10;0
11;1
12;0
13;0
14;0
15;0
1;41
2;32
3;1
4;2
5;1
6;3
7;3
8;1
9;4
10;0
11;0
12;1
13;0
14;0
15;0
1;172
2;218
3;1
4;17
5;2
6;3
7;3
8;4
9;6
10;1
11;8
12;0
13;0
14;0
15;0
1;94
2;156
3;4
4;20
5;1
6;7
7;2
8;0
9;3
10;0
11;4
12;0
13;0
14;0
15;0
1;73
2;272
3;3
4;35
5;10
6;12
7;10
8;3
9;2
10;0
11;23
12;0
13;1
14;1
15;0
1;38
2;463
3;6
4;66
5;29
6;46
7;25
8;0
9;32
10;4
11;78
12;1
13;2
14;2
15;3
1;185
2;430
3;3
4;97
5;11
6;34
7;21
8;3
9;10
10;3
11;72
12;0
13;3
14;2
15;2
1;96
2;92
3;1
4;4
5;0
6;7
7;6
8;3
9;0
10;0
11;7
12;0
13;0
14;0
15;1
1;49
2;53
3;0
4;7
5;3
6;4
7;1
8;1
9;3
10;0
11;7
12;0
13;1
14;0
15;0
1;74
2;104
3;0
4;6
5;2
6;4
7;1
8;1
9;7
10;0
11;3
12;0
13;0
14;0
15;0
1;67
2;166
3;1
4;27
5;7
6;5
7;7
8;1
9;4
10;0
11;21
12;3
13;0
14;1
15;1
1;182
2;369
3;4
4;33
5;6
6;18
7;12
8;1
9;7
10;0
11;27
12;0
13;2
14;2
15;1
1;135
2;133
3;0
4;13
5;1
6;4
7;2
8;0
9;4
10;0
11;6
12;0
13;0
14;0
15;0
1;258
2;247
3;1
4;18
5;0
6;6
7;8
8;0
9;17
10;0
11;17
12;0
13;3
14;0
15;0
1;33
2;107
3;1
4;20
5;6
6;14
7;7
8;0
9;4
10;0
11;15
12;1
13;1
14;0
15;0
1;134
2;263
3;0
4;10
5;5
6;10
7;3
8;2
9;6
10;0
11;19
12;0
13;0
14;0
15;1
1;56
2;108
3;0
4;11
5;0
6;5
7;0
8;1
9;2
10;0
11;3
12;0
13;0
14;0
15;0
1;55
2;60
3;0
4;2
5;1
6;0
7;0
8;0
9;0
10;0
11;1
12;0
13;0
14;0
15;0
1;54
2;32
3;0
4;1
5;4
6;3
7;3
8;1
9;0
10;0
11;4
12;0
13;0
14;0
15;0
1;126
2;178
3;2
4;23
5;3
6;12
7;10
8;5
9;15
10;0
11;18
12;0
13;0
14;1
15;1
1;830
2;2985
3;31
4;358
5;77
6;135
7;74
8;7
9;166
10;2
11;335
12;3
13;8
14;15
15;1
1;155
2;341
3;3
4;42
5;9
6;15
7;11
8;5
9;22
10;0
11;22
12;0
13;1
14;0
15;0
1;342
2;284
3;1
4;15
5;2
6;9
7;5
8;5
9;6
10;2
11;40
12;0
13;0
14;1
15;1
1;66
2;101
3;0
4;5
5;2
6;2
7;3
8;2
9;0
10;0
11;5
12;0
13;0
14;0
15;0
1;49
2;91
3;0
4;22
5;2
6;14
7;6
8;0
9;5
10;0
11;6
12;0
13;0
14;1
15;0
1;65
2;76
3;0
4;7
5;0
6;7
7;1
8;2
9;0
10;1
11;11
12;0
13;0
14;0
15;0
1;43
2;253
3;6
4;45
5;10
6;17
7;1
8;1
9;7
10;1
11;33
12;0
13;0
14;0
15;0
1;100
2;156
3;2
4;16
5;1
6;3
7;11
8;3
9;7
10;0
11;20
12;0
13;1
14;2
15;1
1;29
2;140
3;0
4;17
5;4
6;5
7;5
8;0
9;2
10;0
11;8
12;0
13;0
14;0
15;0
1;232
2;361
3;3
4;34
5;3
6;10
7;8
8;21
9;9
10;3
11;19
12;0
13;1
14;1
15;0
1;134
2;211
3;0
4;30
5;0
6;14
7;4
8;2
9;2
10;3
11;25
12;0
13;0
14;0
15;0
1;103
2;337
3;3
4;31
5;4
6;13
7;9
8;1
9;1
10;1
11;24
12;0
13;1
14;0
15;1
1;532
2;6539
3;71
4;1523
5;423
6;1126
7;415
8;5
9;510
10;26
11;2247
12;41
13;14
14;23
15;17
1;11
2;15
3;3
4;11
5;0
6;13
7;0
8;0
9;0
10;1
11;14
12;0
13;0
14;1
15;0
1;5
2;114
3;2
4;92
5;9
6;65
7;23
8;0
9;12
10;0
11;125
12;0
13;1
14;1
15;1
1;38
2;75
3;0
4;17
5;1
6;19
7;14
8;0
9;1
10;0
11;35
12;1
13;2
14;0
15;0
1;22
2;17
3;0
4;1
5;0
6;5
7;1
8;0
9;0
10;0
11;14
12;0
13;0
14;0
15;0
1;21
2;41
3;1
4;6
5;2
6;34
7;3
8;0
9;4
10;0
11;12
12;0
13;0
14;0
15;0
1;2
2;48
3;0
4;19
5;1
6;10
7;3
8;0
9;2
10;0
11;46
12;0
13;0
14;0
15;1
1;0
2;145
3;4
4;54
5;13
6;57
7;15
8;0
9;60
10;0
11;131
12;0
13;0
14;2
15;0
1;9
2;93
3;2
4;45
5;1
6;31
7;1
8;1
9;11
10;2
11;68
12;0
13;0
14;0
15;1
1;39
2;162
3;6
4;44
5;9
6;49
7;10
8;0
9;7
10;0
11;37
12;1
13;2
14;0
15;0
1;0
2;64
3;0
4;39
5;4
6;27
7;6
8;0
9;1
10;2
11;55
12;0
13;3
14;1
15;0
1;3
2;99
3;0
4;20
5;4
6;20
7;7
8;0
9;4
10;0
11;27
12;0
13;0
14;0
15;0
1;29
2;38
3;0
4;6
5;1
6;10
7;0
8;1
9;0
10;0
11;7
12;0
13;0
14;1
15;0
1;11
2;106
3;2
4;71
5;6
6;50
7;14
8;1
9;6
10;2
11;78
12;1
13;0
14;1
15;1
1;4
2;36
3;1
4;12
5;2
6;22
7;7
8;0
9;12
10;1
11;22
12;0
13;0
14;1
15;0
1;2
2;44
3;1
4;28
5;11
6;25
7;7
8;0
9;8
10;0
11;53
12;3
13;0
14;0
15;1
1;91
2;110
3;0
4;24
5;3
6;35
7;5
8;2
9;14
10;1
11;24
12;0
13;0
14;0
15;0
1;31
2;64
3;0
4;23
5;5
6;15
7;6
8;0
9;7
10;0
11;33
12;0
13;1
14;0
15;0
1;12
2;67
3;1
4;22
5;3
6;34
7;9
8;2
9;3
10;0
11;25
12;0
13;0
14;1
15;0
1;32
2;160
3;1
4;28
5;6
6;22
7;8
8;0
9;11
10;0
11;34
12;1
13;0
14;0
15;1
1;27
2;77
3;1
4;21
5;7
6;18
7;8
8;0
9;2
10;0
11;32
12;2
13;0
14;0
15;0
1;61
2;77
3;2
4;14
5;2
6;10
7;4
8;0
9;3
10;0
11;18
12;0
13;0
14;0
15;0
1;18
2;35
3;0
4;9
5;1
6;17
7;4
8;0
9;5
10;0
11;18
12;0
13;0
14;0
15;0
1;90
2;119
3;5
4;43
5;4
6;80
7;14
8;1
9;10
10;2
11;58
12;4
13;2
14;0
15;1
1;7
2;247
3;5
4;95
5;14
6;72
7;28
8;1
9;71
10;0
11;164
12;2
13;1
14;2
15;1
1;2
2;116
3;2
4;30
5;4
6;39
7;4
8;0
9;13
10;0
11;74
12;0
13;2
14;0
15;0
1;4
2;32
3;1
4;18
5;1
6;21
7;3
8;0
9;3
10;0
11;24
12;0
13;0
14;0
15;0
1;22
2;28
3;6
4;0
5;1
6;7
7;1
8;1
9;1
10;0
11;5
12;0
13;0
14;0
15;0
1;73
2;66
3;0
4;7
5;0
6;10
7;4
8;0
9;0
10;0
11;9
12;0
13;0
14;1
15;0
1;1
2;20
3;0
4;31
5;2
6;14
7;3
8;0
9;0
10;0
11;24
12;1
13;0
14;0
15;0
1;91
2;151
3;1
4;47
5;10
6;26
7;8
8;2
9;14
10;0
11;53
12;1
13;0
14;0
15;1
1;61
2;336
3;12
4;102
5;31
6;99
7;20
8;1
9;15
10;1
11;92
12;3
13;1
14;0
15;5
1;10
2;248
3;3
4;150
5;22
6;107
7;34
8;0
9;63
10;5
11;250
12;4
13;2
14;1
15;2
1;4
2;114
3;1
4;58
5;8
6;21
7;14
8;0
9;37
10;0
11;73
12;1
13;1
14;0
15;1
1;12
2;23
3;0
4;15
5;1
6;4
7;0
8;0
9;2
10;0
11;9
12;1
13;0
14;0
15;0
1;32
2;52
3;4
4;11
5;3
6;19
7;7
8;0
9;1
10;0
11;34
12;0
13;0
14;0
15;1
1;2
2;59
3;1
4;21
5;6
6;27
7;1
8;0
9;11
10;0
11;81
12;0
13;0
14;0
15;0
1;101
2;72
3;1
4;9
5;0
6;4
7;3
8;2
9;4
10;0
11;3
12;0
13;1
14;0
15;0
1;37
2;75
3;3
4;44
5;7
6;54
7;13
8;1
9;0
10;1
11;62
12;1
13;0
14;1
15;1
1;27
2;51
3;0
4;9
5;1
6;7
7;4
8;0
9;0
10;0
11;9
12;0
13;0
14;0
15;0
1;1
2;6
3;0
4;9
5;2
6;6
7;4
8;0
9;2
10;0
11;33
12;0
13;0
14;0
15;0
1;21
2;52
3;0
4;15
5;3
6;18
7;2
8;0
9;1
10;1
11;25
12;0
13;0
14;0
15;0
1;11
2;23
3;0
4;1
5;0
6;0
7;1
8;3
9;0
10;0
11;1
12;0
13;0
14;0
15;0
1;50
2;101
3;6
4;24
5;7
6;25
7;15
8;1
9;11
10;0
11;23
12;0
13;0
14;1
15;0
1;5
2;221
3;4
4;97
5;24
6;76
7;21
8;0
9;48
10;0
11;205
12;4
13;0
14;0
15;2
1;19
2;128
3;1
4;41
5;11
6;64
7;16
8;0
9;5
10;2
11;89
12;2
13;1
14;1
15;0
1;71
2;34
3;3
4;6
5;2
6;9
7;1
8;1
9;3
10;1
11;20
12;1
13;0
14;1
15;0
1;13
2;67
3;3
4;20
5;1
6;23
7;6
8;0
9;1
10;1
11;26
12;0
13;1
14;0
15;1
1;41
2;30
3;0
4;12
5;1
6;4
7;2
8;0
9;1
10;0
11;9
12;0
13;0
14;0
15;0
1;1
2;26
3;1
4;10
5;2
6;9
7;3
8;0
9;7
10;0
11;25
12;0
13;0
14;0
15;0
1;118
2;158
3;3
4;37
5;13
6;29
7;15
8;2
9;11
10;0
11;67
12;0
13;2
14;0
15;1
1;0
2;68
3;0
4;31
5;5
6;30
7;4
8;0
9;0
10;0
11;66
12;4
13;0
14;0
15;0
1;6
2;115
3;1
4;63
5;3
6;40
7;17
8;0
9;8
10;0
11;110
12;1
13;0
14;1
15;1
1;82
2;114
3;4
4;42
5;2
6;50
7;4
8;3
9;7
10;1
11;33
12;1
13;3
14;0
15;2
1;14
2;242
3;3
4;143
5;21
6;108
7;22
8;0
9;19
10;2
11;181
12;5
13;4
14;2
15;3
1;4
2;231
3;5
4;108
5;16
6;101
7;16
8;0
9;32
10;2
11;177
12;1
13;2
14;2
15;0
1;12
2;90
3;1
4;37
5;3
6;38
7;12
8;1
9;7
10;1
11;79
12;6
13;0
14;0
15;0
1;16
2;54
3;1
4;7
5;0
6;8
7;1
8;0
9;0
10;0
11;12
12;1
13;0
14;0
15;0
1;33
2;40
3;0
4;8
5;0
6;17
7;4
8;0
9;0
10;0
11;15
12;0
13;0
14;2
15;0
1;12
2;17
3;0
4;2
5;0
6;11
7;5
8;0
9;7
10;0
11;7
12;1
13;0
14;3
15;0
1;7
2;33
3;1
4;7
5;5
6;2
7;3
8;0
9;4
10;0
11;7
12;0
13;0
14;0
15;0
1;8
2;216
3;9
4;130
5;27
6;63
7;26
8;0
9;61
10;0
11;217
12;3
13;5
14;1
15;2
1;251
2;933
3;8
4;170
5;37
6;142
7;72
8;9
9;55
10;2
11;174
12;6
13;0
14;1
15;4
1;20
2;11
3;0
4;3
5;0
6;2
7;4
8;0
9;2
10;0
11;5
12;0
13;0
14;0
15;0
1;58
2;103
3;1
4;43
5;6
6;30
7;20
8;0
9;4
10;0
11;37
12;3
13;0
14;0
15;0
1;15
2;59
3;0
4;20
5;3
6;27
7;7
8;0
9;2
10;0
11;23
12;1
13;0
14;0
15;1
1;112
2;311
3;4
4;88
5;15
6;111
7;19
8;0
9;29
10;3
11;76
12;0
13;1
14;0
15;0
1;15
2;35
3;0
4;14
5;1
6;13
7;4
8;0
9;2
10;0
11;11
12;0
13;0
14;0
