39060;24191;24183;23847
19882;9442;9429;9314
66102;38489;38479;37929
17351;8144;8143;8015
34914;20758;20750;20443
19908;11173;11171;11008
4641;2678;2678;2642
1429;902;902;877
14090;7509;7507;7382
31022;16404;16400;16151
29833;17662;17661;17412
6145;3781;3781;3703
4358;2834;2834;2800
1201;826;826;815
2097;1397;1397;1380
94269;50162;50134;49417
3375;2148;2148;2125
661;388;388;380
2449;826;826;810
1080;560;560;553
1331;584;584;578
1237;600;600;587
1450;624;624;610
1498;747;747;731
2550;1159;1159;1137
15211;6691;6687;6571
1122;364;364;360
1755;1056;1056;1043
732;323;323;306
574;298;298;295
635;319;319;307
1996;803;803;793
2882;1167;1167;1128
1372;672;672;660
1427;588;588;585
9285;5156;5156;5087
594;247;247;245
3030;1134;1134;1112
1829;752;752;743
144;53;53;44
1498;476;476;472
2353;829;829;822
2711;1306;1306;1288
1530;765;765;750
1944;923;923;905
1908;926;926;914
889;522;522;506
926;496;496;488
797;365;365;358
1643;1029;1029;1022
7748;4256;4253;4194
19812;11464;11460;11308
322;190;190;189
3271;1907;1907;1886
4721;2603;2600;2534
4103;2237;2237;2194
306;153;153;152
2003;1185;1185;1168
1086;660;660;656
1143;562;561;546
6076;3283;3283;3239
1393;743;743;733
403;240;240;234
979;546;546;536
5092;2856;2853;2809
1883;1009;1009;997
839;506;505;493
761;381;381;376
324;199;199;192
4540;2868;2868;2856
480;222;222;214
5303;3040;3040;2956
1118;644;644;630
709;365;365;359
557;300;300;298
1618;911;911;888
2735;1605;1604;1579
2333;1527;1527;1512
2639;1413;1413;1394
2172;1174;1174;1145
85;44;44;43
1274;564;564;550
3285;1833;1833;1809
15289;7366;7366;7223
2135;1117;1117;1106
923;470;470;462
2213;1093;1091;1080
370;171;171;168
1528;980;980;960
475;221;221;219
981;297;297;294
620;155;155;152
252;116;116;114
311;124;124;121
769;276;276;274
311;177;177;177
294;84;84;83
505;235;235;234
808;345;345;345
987;168;168;166
441;204;204;202
598;163;163;162
1632;352;352;343
19279;5827;5825;5762
574;136;136;136
4428;1113;1113;1075
1742;494;490;487
1738;529;528;523
780;148;148;143
1059;393;393;388
516;251;251;249
1513;830;830;821
1411;344;344;344
770;358;358;356
398;107;107;105
313;76;76;73
1164;325;325;323
898;229;229;229
1152;386;386;384
1274;696;696;691
169;80;80;78
2330;748;747;739
619;195;195;191
334;171;171;167
467;128;128;126
942;337;337;337
490;120;120;120
359;173;173;171
822;281;281;276
548;198;198;193
1842;665;665;662
1114;255;255;252
3158;487;487;470
403;191;191;188
1436;420;420;416
740;162;162;162
654;76;76;76
231;75;75;74
804;261;261;260
918;329;329;323
441;112;112;109
10873;4526;4524;4463
1439;538;538;529
2576;569;569;566
1863;386;385;380
420;154;154;154
503;170;170;168
765;397;397;393
1243;263;263;262
1048;266;266;264
7084;1426;1426;1409
360;128;128;128
442;231;231;229
2261;560;559;557
1460;369;369;356
